temperature,cpu_usage,memory_usage,network_traffic,failure
65.9605698361348,51.958185374233935,76.65839368581247,578.4544784612037,0
63.348495506401655,77.23133626574358,54.54419358757673,271.22452892327783,0
62.90354725879241,12.907834617528444,33.95147901476541,265.6568706138541,0
54.86344722988519,38.6670495833782,52.33981156926667,29.056901588564074,0
60.81033845625509,23.65553990330395,55.201110958546714,366.6383884564799,0
52.796953798729064,75.84367606302605,70.23861202271928,254.6660389588041,0
59.83803330314479,31.730359562970193,79.8058084178574,166.87345250434666,0
93.33975649862928,81.26007393421098,68.93548968896953,482.2641558422916,1
47.89097588561871,20.167527302188475,78.92660750300627,269.278750750556,0
64.12341947482153,16.21311658201985,70.83351144910631,292.2376579375525,0
66.98547353655647,74.53046611105385,81.0979819419577,463.24966958671035,0
41.902160525430205,79.19223346726605,61.80082181712821,288.4425036970549,0
69.75030986873037,84.8372806285581,63.70381781155399,500.5299346838036,0
71.67556240506946,72.50310020571072,91.91781655190252,400.727187798998,0
55.216339319817585,53.66099007555559,39.462491745354754,506.37374260091315,0
57.36393734594986,62.85647657325842,91.6020928053473,272.2594672589529,0
57.454062939460485,45.608886531126096,74.02606996744649,523.7279979398041,0
53.64287755479553,66.29188352849383,66.74739588826473,495.29674857993336,0
56.28853744266507,69.80876106102745,60.38065671153402,294.8261413800858,0
63.55344332477491,60.74321598795757,65.09204221956429,314.811929993728,0
55.25380258103648,48.63898915766128,73.15285387760318,325.0908637473402,0
82.63423081452636,58.840711882300454,69.63590703300976,338.83311263507494,0
59.77739034586032,18.182898316215088,45.69442698015816,201.11207308952143,1
60.72276251929232,100.0,61.537502633939795,395.2321013500419,0
64.07785157023973,54.837636701219395,78.81134309671528,177.53111337584622,0
69.49238336451657,34.99347599451575,90.25029759684978,139.72234058115788,0
49.43231017764277,56.691688868860574,56.11821532034012,488.4743912512929,0
61.19581638105169,43.92353560944362,37.088058240809616,360.2844462209041,0
66.43603238858478,34.87679951225189,76.16986788731123,325.8593934705405,0
50.600960491965154,47.91464664347514,79.64330991265406,165.37035253490671,0
76.36663829300527,100.0,59.15916275907992,319.11999243567425,1
42.71950262779443,81.19599963450008,88.38914265676077,219.928076592567,1
67.41169014613374,81.77555753356242,69.07318885097975,477.11021488649584,1
63.516869679584175,39.284268803419906,98.58394120060561,421.07493813676814,0
68.81401277856055,34.00106023684875,51.47877035604929,180.43579203192047,0
71.56051355093186,64.08118039260296,79.79708287990081,634.5189473980921,0
43.56154731940444,38.02082351114831,80.81612386743612,314.06082377092855,0
60.156022702534884,86.97774969746098,60.23617700171679,758.0253749884428,1
67.50800817318007,36.14253375884178,45.72393503489998,422.3708622864778,0
58.51041133342009,71.28749799485024,56.85567981779595,466.5574692355412,0
54.641820575195744,73.84077347511639,68.85368739434367,163.1391831932018,0
67.5608992632121,93.78462439067101,69.1571670130124,228.65946629144582,0
60.698504621352,29.854653447726292,71.4401724862691,434.1176789552352,0
48.49190284287865,85.40410129178275,81.29219527921806,259.4143441273207,0
66.18057223567257,100.0,75.27602919247701,520.3348460270898,1
62.78755389811686,58.87598028515107,44.25382331011973,124.8847410189239,0
54.175637426050756,56.8012310664991,100.0,69.91022111123777,0
55.025618335321305,56.76437167589792,48.92383507467399,299.77741289078995,0
51.416355488880384,69.95115047656287,51.85340062909154,382.4687884372962,0
88.66843148870956,95.55510268305173,89.54183883713068,474.31489664073126,1
60.181719339118374,64.7256283710681,83.86435539190914,255.71453787864402,0
50.48975113880759,52.475798287728225,74.08977102164823,479.86327912551826,0
55.989034906195585,48.00736805676716,70.71980658386813,108.16590392382147,0
44.86939254797946,75.19296283520507,100.0,504.869789082672,1
41.76756040855184,44.34685039694247,87.80440068535921,243.84958015718288,1
57.15129646551997,96.18412497039068,64.65004146380814,210.11125151583784,0
56.96918218328208,27.54876999677331,94.38340347076944,135.4787933059051,0
58.4590542415235,44.75537503239998,66.0531602415232,702.1995392675484,0
48.22189618742459,65.16627643379195,68.58307452032246,259.9674684261808,1
67.76595236144453,57.77408621212864,30.847214315204162,542.0811142516195,0
85.5964004958752,12.05406841050496,62.2678682893595,438.2475809726865,0
54.16280680737167,59.56716174828584,80.92982840935998,280.32053770325484,1
52.92762291666946,73.69124613446255,71.42627874737086,246.06356071090187,0
64.34416694330965,67.78891094878593,53.66538456922797,481.5131974928488,0
68.96752326147914,68.42814583953623,64.62377130864533,367.5991074963173,0
51.969567261825446,80.56262099042904,92.95147596510786,284.07231867885844,1
55.10501576674445,60.75570723139426,65.21863716331805,489.64011259611186,0
68.18343565553957,48.17413135494397,70.83499434479195,330.4785418448473,0
82.94781167807965,78.4349958160322,32.743188197566134,282.98397323151386,0
73.89733048200081,72.41657926718459,76.23415670693879,444.251826389642,0
60.909654698324715,40.10244234673354,82.55215520151953,327.94139277467923,0
67.3660960977051,84.87337733819973,57.20053867575392,380.5734091291201,0
54.347540332580124,60.105098621867995,38.93448185304817,138.88043384351673,0
52.029270680346926,84.92245005745977,28.332633170501495,585.5048420814009,0
59.771805505167734,32.944353977968206,64.66676355213698,306.70120416197926,0
75.25365871177098,71.95898823220887,73.86835670840729,363.33095091976156,0
55.881585160425985,65.06888199743446,66.25374796133983,497.52564595376975,0
61.17211318258598,37.99378475517974,65.44118313666097,424.69974368681744,0
54.816693580699535,95.91927414271245,86.60740787144117,622.4131685365722,1
58.66881677244588,76.47880078258426,38.8487097366975,467.60096163712524,0
34.51325130828232,43.43338952302326,51.335612092033436,372.55906797143115,0
37.04752179522937,62.974482093716645,75.28425518588219,495.57857300198157,0
44.15720151575229,95.29209284879579,86.22992217298317,279.6236521842943,1
39.44238565090947,84.78519223163909,62.93828278545288,535.6724467960192,0
58.69645603093373,53.779330917451176,69.66900756199449,395.3522435497464,0
60.0629243966182,56.033573062824324,56.89882151337361,443.42748985212484,0
43.57691861349771,66.7808198194545,84.08804265398842,581.2056495377274,0
63.9877681437551,38.533296195755824,92.92073555940541,367.3511951439288,0
62.0396748348877,80.37139410142603,83.47843723793741,374.9132198762227,0
67.74451139502177,85.10989426571167,47.63137770955812,452.9077189997659,0
39.22952275481319,86.77545342359984,80.94914408443076,329.43832684372205,0
78.02828462515234,56.63008516923505,94.31507982028324,142.9847812677663,0
